address,balance_raw,balance_decimal,balance_start_raw,balance_start_decimal,balance_end_raw,net_change_raw,net_change_decimal,peak_balance_raw,peak_balance_decimal,moved_in_raw,moved_out_raw,balance_source,trajectory_source,is_pool,pool_label,is_contract,address_type,resolved_owner,resolution_method,tx_count,first_seen_block,last_seen_block,query_timestamp
0x465E56cD21ad47d4d4790F17de5E0458F20C3719,3722283390597528,37222833.905975,4213706487944686,42137064.879447,3722283390597528,-491423097347158,-4914230.973472,4213706487944686,42137064.879447,,,rpc,two_point_snapshot,True,UNISWAP V3,True,pool,,pool,0,19913232,20127891,1787994976
0x72B1410df9d22D5a3416066663fcc36b460C579A,94736005399919,947360.053999,65476381151517,654763.811515,94736005399919,29259624248402,292596.242484,94736005399919,947360.053999,,,rpc,two_point_snapshot,True,UNISWAP V2,True,pool,,pool,0,19913232,20127891,1787994976
