address,balance_raw,balance_decimal,balance_start_raw,balance_start_decimal,balance_end_raw,net_change_raw,net_change_decimal,peak_balance_raw,peak_balance_decimal,moved_in_raw,moved_out_raw,balance_source,trajectory_source,is_pool,pool_label,is_contract,address_type,resolved_owner,resolution_method,tx_count,first_seen_block,last_seen_block,query_timestamp
0x465E56cD21ad47d4d4790F17de5E0458F20C3719,4213706487944686,42137064.879447,11409645939927156,114096459.399272,4213706487944686,-7195939451982470,-71959394.519825,11409645939927156,114096459.399272,,,rpc,two_point_snapshot,True,UNISWAP V3,True,pool,,pool,0,19698731,19913231,1787993974
0x72B1410df9d22D5a3416066663fcc36b460C579A,65476381151517,654763.811515,61695651522826,616956.515228,65476381151517,3780729628691,37807.296287,65476381151517,654763.811515,,,rpc,two_point_snapshot,True,UNISWAP V2,True,pool,,pool,0,19698731,19913231,1787993974
