date_utc,swap_count,target_volume,weth_volume,price_close_weth,price_vwap_weth,add_count,remove_count
2026-08-24 00:00:00+00:00,65,7566652.875609327,3.1819158140028807,4.118761178572929e-07,4.2051827489795445e-07,0.0,0.0
2026-08-25 00:00:00+00:00,43,2108887.479233141,0.8856735543233009,4.030509999626952e-07,4.1997193451276976e-07,0.0,0.0
2026-08-26 00:00:00+00:00,46,4386202.670938564,1.7888901598749936,4.086390050849358e-07,4.0784484760076186e-07,0.0,0.0
2026-08-27 00:00:00+00:00,31,1910302.8942691216,0.7610047479203811,3.964846205435986e-07,3.983686305472202e-07,0.0,0.0
2026-08-28 00:00:00+00:00,84,9316186.653648729,4.1737026665114865,4.582743510009543e-07,4.4800547924582814e-07,1.0,1.0
2026-08-29 00:00:00+00:00,102,6630884.820389023,2.823773137994498,4.140361737085038e-07,4.258516343568206e-07,4.0,3.0
2026-08-30 00:00:00+00:00,25,1162635.3625815716,0.4639512131238971,3.8707631598971027e-07,3.990513518303086e-07,0.0,0.0
2026-08-31 00:00:00+00:00,23,3176696.3741926798,1.1875326831556892,3.8457005755077317e-07,3.738263098743539e-07,0.0,0.0
2026-09-01 00:00:00+00:00,39,1738585.6237175043,0.6736011413013485,3.987057671768282e-07,3.8744202880329304e-07,2.0,2.0
2026-09-02 00:00:00+00:00,7,119192.55174024915,0.0467757796347329,3.9763352543422966e-07,3.9243878037504566e-07,5.0,5.0
