address,balance_raw,balance_decimal,balance_start_raw,balance_start_decimal,balance_end_raw,net_change_raw,net_change_decimal,peak_balance_raw,peak_balance_decimal,moved_in_raw,moved_out_raw,balance_source,trajectory_source,is_pool,pool_label,is_contract,address_type,resolved_owner,resolution_method,tx_count,first_seen_block,last_seen_block,query_timestamp
0x06729eb2424da47898F935267BD4a62940DE5105,10175256336,1017525.6336,10616578932,1061657.8932,10175256336,-441322596,-44132.2596,10616578932,1061657.8932,,,rpc,two_point_snapshot,True,UNISWAP V3,True,pool,,pool,0,14770986,14953505,1787809550
0xa5E79baEe540f000ef6F23D067cd3AC22c7d9Fe6,2317497714,231749.7714,1852973408,185297.3408,2317497714,464524306,46452.4306,2317497714,231749.7714,,,rpc,two_point_snapshot,True,UNISWAP V2,True,pool,,pool,0,14770986,14953505,1787809550
