address,balance_raw,balance_decimal,balance_start_raw,balance_start_decimal,balance_end_raw,net_change_raw,net_change_decimal,peak_balance_raw,peak_balance_decimal,moved_in_raw,moved_out_raw,balance_source,trajectory_source,is_pool,pool_label,is_contract,address_type,resolved_owner,resolution_method,tx_count,first_seen_block,last_seen_block,query_timestamp
0x06729eb2424da47898F935267BD4a62940DE5105,10616578932,1061657.8932,15420874421,1542087.4421,10616578932,-4804295489,-480429.5489,15420874421,1542087.4421,,,rpc,two_point_snapshot,True,UNISWAP V3,True,pool,,pool,0,14580784,14770985,1787798360
0xa5E79baEe540f000ef6F23D067cd3AC22c7d9Fe6,1852973408,185297.3408,1364459718,136445.9718,1852973408,488513690,48851.369,1852973408,185297.3408,,,rpc,two_point_snapshot,True,UNISWAP V2,True,pool,,pool,0,14580784,14770985,1787798360
